business_id,active,categories,review_count,business_name,stars
0bzTb8lUrUAOTyGLuZ2KA,TRUE,Local Services Dry Cleaning & Laundry,4,Deluxe Dry Cleaners,3.5
0Bilf3J8hIekQVWyRGWg,TRUE,Greek Restaurants Mediterranean Italian,7,Mike's Greek & Italian Cuisine,3
0BpMvu5B9fYKEbOuxLtFQ,TRUE,Japanese Restaurants,54,Kampai,3.5
0bQEsXnD6y38Fissudcq3g,TRUE,Department Stores Fashion Shopping,4,Marshalls,3.5
0bQiWdKxj2EmsGYRVC9qyA,TRUE,Asian Fusion Restaurants,18,T & J Asian Cuisine,4
0BScRHEa2lVBCY4spkhmvQ,TRUE,American (New) Restaurants,4,Grille At Las Sendas Golf Club,3
0BYuj1cOFkqdcnd653bcbw,TRUE,Hair Salons Beauty & Spas Nail Salons,3,Michael V Salon,4.5
0CFBeDV58e3uH4vsKggEmQ,TRUE,Health Markets Food Specialty Food,6,Healthy Chinese Herbs,4
0CG3ns3gwWV5nOnfzSfUIQ,TRUE,American (New) Diners Restaurants,50,Black Bear Diner,4
0COaKgRuDzBisc2AxcLzMA,TRUE,Shopping Drugstores,7,Fry's & Fry's Marketplace,3
0db71MbrvcJnyk71COCJBg,TRUE,Chinese Restaurants,121,Great Wall Cuisine,3.5
0De3TQ_uSOXwgduKL0va3w,TRUE,American (Traditional) Fast Food Restaurants,4,Sonic DriveIn,3
0deS4g2xR4SjvjHNeHUcA,TRUE,Food Grocery,9,Ashoka Indian Groceries,3
0dIChGWBs9ueUXl0hhkw2w,TRUE,Greek Mediterranean Sandwiches Restaurants,79,Crazy Jim's Restaurant,4
0dORc6ckZw5HezR3BuSsqw,TRUE,Vegetarian Vegan Restaurants,111,Green New American Vegetarian,4.5
0DvsBDG0CEwIK8uQxUGiOQ,FALSE,Burgers Restaurants,18,Red Bird Cafe,4
0eaY084BNQPQGQ9YghbQAw,TRUE,Bars Sports Bars Nightlife,4,Shooters Bar,4.5
0EBR4wDqtkbMCwghpctEg,TRUE,Japanese Restaurants,9,Samurai Sam's Teriyaki Grill,3
0EE3BohGb4lxWRnHLiqNnw,TRUE,Active Life Hiking,17,Lost Dog Wash Trail,4.5
0eQbLuTmlkIzOF85LsGfsA,TRUE,Shopping Eyewear & Opticians,4,Target Optical,4
0erbONkOO256HNzuIllFig,FALSE,Comic Books Shopping Books Mags Music & Video,4,Atomic Comics,4.5
0eSkAhHp8w94G4SqwfsU8w,TRUE,Women's Clothing Men's Clothing Fashion Shopping,4,GStar Raw Store Scottsdale,4
0f1oltdXd_3elbeLPK49Og,TRUE,Health & Medical Urgent Care,4,NextCare Urgent Care,3
0f4IQo7Odn7nvvO4TCAGAw,TRUE,Mexican Restaurants,3,Carl's Jr,3
0F8fCVDXfGU5OOKWWQbr0w,TRUE,Health & Medical Dentists General Dentistry Cosmetic Dentists,3,Rancho Santa Fe Dental Group,4.5
0fcAt0wsVwvGSj8SDt7chA,TRUE,Food Grocery Convenience Stores,5,Discount Beverage Outlet,4
0flaoi5DDGtFLbmhVprmA,TRUE,Local Services Shipping Centers Printing Services,4,FedEx Office Print & Ship Center,3
0flx66ysNDgWXO9iVdhFcg,TRUE,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,3,Republic of Couture ROC,4
0FNFSzCFP_rGUoJx8W7tJg,TRUE,Sporting Goods Bikes Shopping,5,Bike Doctor,5
0GzqtH6hRTu4uxRwAGpg,FALSE,Food Coffee & Tea,36,Drip Coffee Lounge,3.5
0g0Z7doVpASXNiQDn9b6EA,TRUE,Photographers Event Planning & Services Pets,5,A Dog's Life Photography,5
0GHzsPlNjCdGjr678_Kvg,TRUE,Tanning Beauty & Spas,3,Malibu Tanning Club,4.5
0gQrhOYWdO0XVZEKtOrvaA,TRUE,Restaurants Pizza Italian,35,Red Devil Italian Restaurant,4
0GRYyMRzwA9WYc8UTB2nRA,TRUE,Discount Store Shopping,20,Dillard's Clearance Center,4
0Gu2cpJ5x9ZZfDDHohBY_A,TRUE,Shopping Home Decor Food Arts & Crafts Home & Garden Chocolatiers & Shops Specialty Food Event Planning & Services Cards & Stationery Flowers & Gifts,9,Cost Plus World Market,4
0g_KFvnPIkA8ywTXPPeRCg,TRUE,Asian Fusion Buffets Chinese Restaurants,15,Hong Kong Asian Diner,4
0HDkCZtCvuaWahio1pBw,TRUE,Hot Dogs Mexican GlutenFree Restaurants,6,Two Hippies Groovy Beach House,4
0hINUlmBRV42wWnhmUN7Bw,TRUE,Local Services Middle Schools & High Schools Elementary Schools Child Care & Day Care Education Preschools,6,Rancho Solano Private Schools,3
0hoHNh8rN2D3A0wpNCGtZA,FALSE,Food Coffee & Tea,9,It's a Grind,3
0HTnlz0k8vK4V1mXc9TPzg,TRUE,Local Services Preschools Education Child Care & Day Care Elementary Schools,4,Scottsdale Academy,4.5
0Hu9kAo0FYaap3rYGDUOyg,TRUE,Hair Salons Beauty & Spas,3,The Salon At Gold Canyon,4
0hYTkJtgQGuysCZnmFZDQ,TRUE,Thai Restaurants,28,The Siamese Cat,4
0iDFiC3ThklulFzSlJqaOw,TRUE,Barbers Beauty & Spas,16,Pavillion Barber Shop,4.5
0ieEqGInYunNBaBzg8j_WQ,TRUE,Pizza Restaurants,24,Slices,3.5
0IojJ5ZpxhX_BFJdgUk0Nw,TRUE,Bars Nightlife,5,Septembers,4
0iWfPm7jgGeFe_Gt8G3DAg,TRUE,Food Specialty Food Candy Stores,8,Rocky Mountain Chocolate Factory,4
0j2UisBk89SHqihr0IdlJw,TRUE,Pizza Restaurants,14,Sal's Pizza,3.5
0jDkXQdprSgbx8GeK0dcTg,TRUE,Food Grocery,8,Bashas',2.5
0Jouvs4G3d6CcG3pYGZ20A,TRUE,American (Traditional) Restaurants,4,Lunch Box,4
0jPDeGGcCjX2BXj0DEuWIQ,TRUE,Shopping Office Equipment,6,Staples,2
0JtmD6MbVMNzFlSNuTdBEQ,TRUE,Pet Services Pet Boarding/Pet Sitting Pets,3,Petsmart Petshotel,3
0K35eGvzVRZEirNo5v_WfA,TRUE,Mexican Restaurants,52,Ajo Al's Mexican Cafe,3
0K634ehk41ZRc4kj3NTAEQ,TRUE,Food Bakeries Delis Bagels Restaurants,221,Chompie's Restaurant & Bakery,3.5
0kcStBtW94pooaaA2PbIQ,TRUE,Food Coffee & Tea,7,The Big House,4
0kgNIHlu170EE_Ik4KsirA,TRUE,Shopping Mobile Phones,3,TMobile,3
0KVhPwEheGlBU8vjw1kE1w,TRUE,Food Specialty Food Seafood Markets,5,Alaskan Pride Seafood,4.5
0kZ4aYmqf5fzTt9Yvz8Kvw,TRUE,Breakfast & Brunch Restaurants,15,Waffle House,4
0L3qEjF0jkFQkDIT4linUA,TRUE,Home Services Contractors,3,Canyon Kitchen Cabinets LLC,3.5
0L6MiLWLBGKLRhgQ7mnJQw,TRUE,Beauty & Spas Nail Salons,3,Darling Nails,3.5
0l9e2aBYZfogiSUyxJEL3Q,FALSE,Mexican Restaurants,4,Manuel's Mexican Restaurant & Cantina,3.5
0LCqaCnEGesFEhpa6qNauQ,TRUE,Food Beer Wine & Spirits Bars Nightlife Lounges,4,Grapeables Fine Wines,5
0le8kj4gIHe9aZ1NfS2_Ag,TRUE,Restaurants,5,Burger King,2
0lEp4vISRmOXa8Xz2pWhbw,TRUE,Soup American (New) Sandwiches Restaurants,54,Cafe Zupas,4
0lfA2GcxcvdhvVKvVXN40w,TRUE,Food Coffee & Tea,7,Superstition Coffee,5
0Llpzg85OhJF2CqJPU08Ew,TRUE,Bakeries Food,6,Euro Bakery,3.5
0M0K0dElhzTAqeaoLA0JgQ,TRUE,Auto Repair Automotive,7,Midas Auto Service,2
0m0KmAYGvC34MfwJIEgCEA,TRUE,Burgers Restaurants,30,Fuddruckers,3.5
0m5c7vKiexmV17hmkAJuw,TRUE,Local Services Sewing & Alterations,4,Heng Hong Custom Tailor,4.5
0m5RGYm5QSOnhA7auPLjUQ,FALSE,Bakeries Food,3,Rachel's Bake Shop,3.5
0mCWVfVw2O2nIkG8gADcBQ,TRUE,Women's Clothing Fashion Shopping Accessories,3,Forever 21,4.5
0MepUkozmPI0YQp8Bp7p8g,TRUE,Bars Hookah Bars Nightlife,5,Hoookah Mania,4
0mipXeIcQaqhkpseD80vQ,TRUE,Food Beer Wine & Spirits Grocery,30,Trader Joe's,3.5
0MoKiXqYSvyJu_BFugwFqg,TRUE,Hair Salons Beauty & Spas,5,Great Clips For Hair,2.5
0nGjXTpUtpIJl10PL0eBGg,TRUE,Breakfast & Brunch American (Traditional) Restaurants,54,Breakfast Club,3.5
0NhcabzEyeCIMsNCPOXMQ,TRUE,Food Food Delivery Services Delis Sandwiches Restaurants,32,Jimmy John's,3
0NJyssWQQDcyPULYCX8w,FALSE,Children's Clothing Fashion Shopping Shoe Stores Sporting Goods Men's Clothing Women's Clothing Sports Wear,6,Steve & Barry's,3
0NKRV1kMtzHNpNbl8TYPDA,FALSE,Videos & Video Game Rental Books Mags Music & Video Shopping Music & DVDs Bookstores,6,Borders,3
0Nukt8oxwHZgBRpc1b8Skw,TRUE,Hotels & Travel Transportation,7,Ride The Dougie,5
0nyaKW_6QHSJ74OVnDmyhA,TRUE,Chinese Restaurants,4,China Super Buffet,3
0NYKE2qvRQAuE09bIQAViQ,FALSE,Restaurants Italian,6,Bol Italia,4
0o8qmCKnd7MomSnDGeGGyQ,TRUE,Plumbing Home Services,5,KW Plumbing,5
0O9Un17ZGVm5_JKkyHytSQ,FALSE,Local Services Shipping Centers Printing Services,4,FedEx Office Print & Ship Center,4
0ONypOKIhttBz9IJzBE8jg,TRUE,Wine Bars Bars Steakhouses Nightlife Restaurants,67,Fleming's Prime Steakhouse & Wine Bar,4
0oRG2_PbJglmK3jg7LWDmA,TRUE,Food Ice Cream & Frozen Yogurt,7,Coldstone Creamery,2.5
0PHtGlX__H_XHe9638DtLg,TRUE,Food Coffee & Tea,8,The Human Bean,4
0PO74pfETLFUs0AcdvdCdQ,TRUE,,3,Lonnie's Inc,4
0PRRN8ncFFIY4nPIbmbqbQ,TRUE,Local Services Printing Services,6,Impact Printing Services,5
0QFxzJAd_6SQ55LSTc_v4g,TRUE,Shopping Cosmetics & Beauty Supply Beauty & Spas,7,The Body Shop,4
0qiGyzxHr5wDDJLXbSRYAA,TRUE,Auto Repair Automotive Tires,5,Advanced Auto Service & Tire Centers,5
0qPmDwHa9NdvvIOgerR8HQ,FALSE,Bars American (New) Nightlife Lounges Restaurants,42,Canal Restaurant,3.5
0QrAKlgp1RGzUr6uJS7Q,TRUE,Food Donuts,19,Dunkin Donuts,3.5
0QRvOpNbrHfik3wBupGFmg,FALSE,Bakeries Food,4,Marie Callender's Restaurants & Bakeries,2
0qTluM4Hs4uLMJSxesnLqQ,FALSE,Delis Restaurants,3,Dinkey Donkey,4.5
0QTn4pMzKv1mnQifcP9YoQ,TRUE,Sushi Bars Chinese Restaurants,72,Autumn Court Chinese Restaurant,3.5
0qUesn1TBPpPjW20h5Lqfg,TRUE,Steakhouses Sushi Bars Restaurants,79,Fresh Wasabi,4
0r6fqT3DqwkJ2Uu6YDjEIw,TRUE,Shopping Jewelry,4,Royal Palace Jewelry,2.5
0rbT0NfA56t4DnYIIvyQ,TRUE,Soup Sandwiches Salad Restaurants,7,Cafe Zupas,3.5
0rdjRz43JDkx1ghoHnEXQ,TRUE,Fashion Shopping Accessories Home & Garden Home Decor,6,Urbayn,4
0ROrgaauL7hmivzyd34iKA,TRUE,Shopping Drugstores,3,Rx Formulations,5
0RqNRc6RiILzZxK9J8Kqug,TRUE,Burgers Restaurants,31,Red Robin Gourmet Burgers,3.5
0Rrih6W3LGrNGB_3cQaplg,TRUE,Food Grocery,7,Fry's Marketplace,3.5
0s1NJrWlFPzawAmFb_Td2w,TRUE,Landscaping Home Services,11,Treeline Design Group,2.5
0SGgz8jHkSCcxcYOXOAkLw,FALSE,Bakeries Food German Restaurants,3,Der Kaffee Kuchen,4.5
0sIny0nBV1ImLqZQEHjirw,TRUE,Shopping Home Decor Home & Garden,4,Anna's Linens,2
0sML_PZTH3aQcXi5bkyLZA,TRUE,Women's Clothing Men's Clothing Fashion Shopping Shoe Stores,12,Kohl's Department Stores,4
0sNQHGJCb6ckMW3P_J3oXA,TRUE,Burgers Restaurants,3,Five Guys Burgers and Fries,3.5
0SQmfh7ppX3HnYx9SxmReA,TRUE,Fast Food Restaurants,7,Panda Express,3
0tHI0PzdFW7b9z1AJ64HQ,TRUE,Local Services Dry Cleaning & Laundry,4,Kachina Dry Cleaners,3
0tKi17OtZMc8VZVWL_PXyg,TRUE,Cuban Restaurants,3,Azucar Cuban Restaurant,3
0tQhcdACWuEm_sWx1fKUg,TRUE,Food Farmers Market,8,Vertuccio Farms,4.5
0tqrgESNOpN2CNoEtCGYpQ,TRUE,Seafood American (Traditional) Restaurants,33,Joe's Crab Shack,2.5
0u0I_UUbsE6kc9so_WlBRQ,TRUE,Shopping Mobile Phones,7,Sprint,3
0udEgNqy5rLR5pZ4kD19Og,TRUE,Thai Restaurants,152,Thai Basil,4
0UoiVRI6RXedld2gd0ibA,TRUE,Shopping Home & Garden Furniture Stores,4,Brooksie's Propane,4
0UWfvm0ah8DVSm3nkbsMg,TRUE,Mexican Restaurants,6,El Metate Mexican Food,3.5
0UZ31UTcOLRKuqPqPeVBA,TRUE,Arts & Entertainment Stadiums & Arenas,217,Chase Field,4
0VAYXzrEQExGmQ8FpIvgQ,TRUE,Doctors Health & Medical,4,Lakin Douglas MD,5
0vFCASHpp2VBeTuVus4MOg,TRUE,Japanese Restaurants,5,Kyoto Bowl,2.5
0vHJbmk2q6tSxwsMD8LAQ,TRUE,Optometrists Health & Medical Shopping Eyewear & Opticians,8,Eyeglass World,2
0VHXNBdxXIYUAob6QgtPA,TRUE,Food Department Stores Grocery Fashion Shopping,7,WalMart Neighborhood Market,3.5
0VLZj0f3llL9IkL5GOT3lg,TRUE,Restaurants,7,Charley's Steakery,2.5
0VpsHbGLHDVKIKAi0ZliyQ,TRUE,Bars Gay Bars Nightlife Dance Clubs,9,Karamba Nightclub,3.5
0VrsgXhnL7o5QWZaGhqw,TRUE,Hotels & Travel Event Planning & Services Hotels,4,Best Western Inn and Suites of Sun City,2.5
0Vty6xYvihXkmsocY1HWQ,TRUE,Active Life Wedding Planning Golf Event Planning & Services,15,Stonecreek Golf Club,3
0vYp6ITH7FsBtlpFcWTdRA,TRUE,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,4,Walgreens,3
0VyvlA1mZsDoYd3kkRjevA,TRUE,Steakhouses Restaurants,13,Outback Steakhouse,3
0VZ9kijz5gM38xP6UCZ9uw,TRUE,Barbers Beauty & Spas,3,Supercuts,2.5
0vzZ_Bcb02rJljeMU9XkBw,TRUE,Seafood Sushi Bars Japanese Restaurants,132,Sakana Sushi & Grill,4
0w3BMfywLZvPkkv3b6wfg,TRUE,Auto Repair Automotive,4,Brake Masters,4
0w8fZao3bZYF57vyYoJjZQ,FALSE,Bars Nightlife,3,Hardtailz,3.5
0W9wB0UqefUrZrQh8i7o2Q,TRUE,Shopping Office Equipment,4,Cartridge World,4
0wcIW43ZFTeVFmRMvylZxQ,TRUE,Active Life Dog Parks Parks,14,Tempe Sports Complex,4.5
0wKzW6Bgqgvnob8Qc77g,TRUE,Nightlife Bars American (Traditional) Sports Bars Restaurants,18,Famous Sam's Restaurant & Sports Bar,3.5
0wlMvYeB9LSZPvheSF4Q,TRUE,Hardware Stores Shopping Home & Garden,7,Paul's Ace Hardware Stores,4
0wRPvSsG5xpEMKVuDBJg,TRUE,Cafes Restaurants,8,Twin Wheels Cafe,3
0x0voDMo5yMQI2601ovjOQ,TRUE,,3,Estrella Taxi,2.5
0xDNu8EhXAaHVfhHjkYUHQ,TRUE,Hotels & Travel Event Planning & Services Hotels,17,HYATT house Scottsdale /  Old Town,4
0xJnnx_oYYZb9pBmzzGIlg,TRUE,Shopping Drugstores,7,Cvs Pharmacy,2.5
0Xnduj9w6aYHOtN_RlHUng,TRUE,Auto Repair Automotive,12,M B Motors,5
0xusOkLdNpGZvXmuquFRMg,FALSE,Restaurants,9,McGrath's Fish House,2
0xWF7PpTNlawqg2YGxxFQ,TRUE,Diners Restaurants,17,IHOP,3
0Xz7umPUtAxf6JMHwybnmg,TRUE,Hair Salons Nail Salons Beauty & Spas,7,D'ambrosio's Hair Design,4.5
0yBs5wbVw9gTIDe9ZrMTg,FALSE,American (New) Restaurants,44,Bonfire Grill and Bar,4
0YCV8260mMgN0PxuzAtO3g,TRUE,Fast Food Sandwiches Restaurants,3,Subway,2.5
0YEbfeYZXkcTwjos9cgaEA,TRUE,Mexican Restaurants,6,Rubio's Fresh Mexican Grill,4
0yfN4bdKZfkFSXseB2kOBg,TRUE,Mexican Restaurants,18,Guerrero's,4
0ylC0tsPUY3yaoXRaCDL3Q,TRUE,Sandwiches Restaurants,14,Arizona Sandwich Company,4.5
0YoQxhMsj3GlGariDDSKfg,FALSE,Pizza Restaurants,6,The Garage Pub and Pizza,3
0ytZOTV8kv67sUWDRgXL_A,TRUE,Elementary Schools Middle Schools & High Schools Education,3,Sts Simon & Jude Cathedral,4.5
0Z5ZdHaqmE1Iu8aTgp2qXg,TRUE,Health Markets Food Health & Medical Weight Loss Centers Specialty Food,3,Bowl Of Heaven,4.5
0zcHBms7sK9IYv4zn_qrqQ,TRUE,Fast Food Restaurants,14,ChickFilA,4.5
0zHHvaVxvR5BpFXECvNNFQ,TRUE,American (Traditional) Restaurants,8,El Dorado Bar and Grill,4
0zj1T4Zc7l_dXZhO3Unfw,TRUE,Local Services Dry Cleaning & Laundry,3,Moon Valley Custom Cleaners,3
0zjzaE5tCH86JnPZwDpfaw,TRUE,Food Juice Bars & Smoothies,10,Jamba Juice,3.5
0_vMnSRqc5aZUg1eBk3l2g,TRUE,Sandwiches Restaurants,31,Paradise Bakery & Cafe,3
11VcGTL3GyCqUpXZLFTZA,TRUE,American (Traditional) Restaurants,36,Friday's Front Row Sports Grill,3.5
140wS09HcJnJIKRVWRL6g,TRUE,Pizza Restaurants,3,Pizza Patron,3
1olreZavAIvmMefkZrWdQ,TRUE,Tires Automotive,4,Discount Tire,5
106JT5p8e8Chtd0CZpcARw,FALSE,Food Coffee & Tea,12,Arizona Coffee Connection,4.5
10BgGvCMDHJbYsg8KRLRg,FALSE,Food Coffee & Tea Sandwiches Restaurants,42,3 Roots Coffee House and Cafe,3.5
10VZ8KEshqD5twjcmZeaw,TRUE,Mexican Restaurants,9,El Portal Restaurant,3.5
11NjTUTnxoEJICfsJ44Rg,TRUE,Food Cajun/Creole Food Trucks Restaurants,5,Old Dixie's,5
11TvD4sCfA8GEqLDANpbSQ,TRUE,Mexican Restaurants,9,Los Jarritos Restaurant,3.5
12Abu2ipAXn5RfXe9y_pdQ,FALSE,Sushi Bars Japanese Restaurants,14,Blue Wasabi Sushi & Martini Bar,3.5
12ti55UYaJ82eDTAIadHA,TRUE,Arts & Crafts Shopping,6,Michaels Arts & Crafts,3
12WjqfqjP3hgSUcOFnFw,TRUE,Public Services & Government,5,City of Phoenix Solid Waste Management Facility,4
136zvrfN6Kpr9tFj3OMNUQ,TRUE,Mexican Restaurants,34,Panchero's Mexican Grill,3.5
13ApBJpR1W7cke__9j74Bw,TRUE,Fast Food Restaurants,6,Jack in the Box,3
13lNc7KSuVHBrUybTR23qw,TRUE,Italian Pizza GlutenFree Restaurants,32,Picazzo's Organic Italian Kitchen,3.5
13VZKXF7bBuLsLDh_r3g0w,TRUE,Departments of Motor Vehicles Public Services & Government,10,Arizona Department of Motor Vehicles,2.5
145SQ_msdQ1yo7J0E63VoA,TRUE,Local Flavor,20,Devoured Culinary Classic,4.5
14fTII5Rm4PIFYJCA4PIQ,TRUE,Landscaping Home Services,3,TruGreen,2.5
14K90Ghbfk795NY7cKxMA,TRUE,Nightlife Bars American (New) Sports Bars Restaurants,74,Blue 32 Sports Grill,4
14Ys8nYayXPpUouHsyTN1A,TRUE,Active Life Golf,3,Ocotillo Golf Resort,2.5
15JZ0ME6eOtShdLctzfR6w,TRUE,Pakistani Indian Restaurants,15,Copper Kettle,3.5
1621ir5mjVgbHwxCbMAEjg,TRUE,Thai Restaurants,51,Thai Rama,3.5
166feddAL9YETnzTSUJ8aA,TRUE,Mexican Restaurants,13,El Yaqui Restaurant,4
16divAZmHqQqlAnkVrbfSw,TRUE,Property Management Home Services Real Estate,3,Arizona Elite Properties Llc,1
16myUO2uD2vdFeuQu3OWhg,TRUE,Pizza Restaurants,5,Papa John's Pizza,3
16olLTJnCA0Q3B_oft0RvQ,TRUE,Active Life Dance Studios Arts & Entertainment Performing Arts Fitness & Instruction,6,Fatcat Ballroom and Dance Company,3
16orLd_wKfdfh4AxTZu_zQ,FALSE,Bars Nightlife Restaurants,7,The Office,3
16SBP4NJhr7PTOWWnRL5A,TRUE,Shopping Home & Garden Furniture Stores,4,Fabulous Finds Consignment,3
17AGor2KUDMLUV5u5NbTnw,TRUE,Local Services Shipping Centers Printing Services,3,UPS Store,3.5
17AQhJKGRA3YLeN0pB64cg,FALSE,Food Coffee & Tea,8,Coffee Plantation,3.5
17DI33J8TkcfzyoiIYLQIw,TRUE,Thai Restaurants,60,Thai House,4
17SERT_RRNDqPrf418OQvQ,TRUE,Beauty & Spas Nail Salons,7,Nail Spa at Lincoln View,4
18hSbjtTEdiLBbX9cAILQ,TRUE,Active Life Martial Arts Fitness & Instruction,3,Jay Pages JiuJitsu & MMA,5
18oecrR4bfctLvVGEaSLg,TRUE,Burgers Restaurants,21,InNOut Burger,4
18TUn9oiW0k0yB6lheiOvw,TRUE,Steakhouses Restaurants,165,TEXAZ Grill,3.5
18X496TOlKunSiAnm6z1dg,TRUE,Food Arts & Entertainment Wineries,6,The Windmill Winery,4.5
19hZVXTJ8nGUMBsuIfgm5g,TRUE,Fish & Chips Restaurants,3,Pete's Fish & Chips,4.5
1acmBPmmFDovVSHHzMrJ9A,TRUE,Midwives Health & Medical,3,Central Phoenix OB/Gyn,3
1aIDyM_XKckIrwP_53jtw,TRUE,Auto Repair Automotive,4,HonAmotive,3.5
1AMncE6Lxdr6J9PeqZi4nA,TRUE,Steakhouses Barbeque Restaurants,43,Bill Johnson's Big Apple Restaurants,3
1ANaao2ixViMsRa4d7AHGQ,TRUE,Professional Services Private Investigation,5,Arizona Livescan Fingerprinting,5
1Ap6ZNCvyLLKHP0wvCk9yA,TRUE,Active Life Zoos,161,Phoenix Zoo,4
1AR1oHvHVPihkNWNyQ7wtA,TRUE,Fast Food Restaurants,3,McDonald's,3.5
1B5vpxnZYXKil_k5d5MpEQ,TRUE,Fast Food TexMex Restaurants,5,Taco Bell,3
1BBYTiRHddjgAvDUht5WAg,TRUE,Department Stores Fashion Shopping,5,Big Lots,2
1bLnV57i6UYvG_FSG7WTg,TRUE,Chinese Restaurants,4,New Wok Chinese Food,3
1cCF9wHMJIaaQmj7wqRqMg,TRUE,Breakfast & Brunch American (New) Restaurants,3,The Nile Cafe,4
1cGZU2gDewDfEubBMZEgQ,TRUE,Mexican Restaurants,15,Los Betos Mexican Food,3
1CNJeljdT4Ap7B8ddbkYw,TRUE,Landmarks & Historical Buildings Public Services & Government,3,Bolin Memorial Park,4.5
1CNKe3H07sLu6rigOpAYsg,TRUE,Arts & Entertainment American (Traditional) Arcades Restaurants,88,Dave & Buster's,3.5
1crzPdwnlm2zHdQ2nP4n7w,TRUE,Local Services Dry Cleaning & Laundry,17,Bell Drapery and Cleaners,4.5
1cTI09YZ3uRPXt3YkznuPg,TRUE,Polish Restaurants,61,A Touch of European Cafe,4.5
1ctVj76TXrHpqX3px49n6A,TRUE,Food Ice Cream & Frozen Yogurt,3,BaskinRobbins,4.5
1CU_ksC32Hz7QmioMH91nQ,TRUE,Active Life Golf Event Planning & Services Venues & Event Spaces,7,Blackstone Country Club,5
1CwRtFemRPSZuoOlEGpqIw,FALSE,Food Ice Cream & Frozen Yogurt,4,Orange Leaf Frozen Yogurt,4.5
1dAObAOdXyRrvx2MxabjA,TRUE,Automotive Body Shops,6,Andy's Collision Center,4
1dC3GSC5bgQf9wEpbv8PQ,TRUE,Food Grocery,18,AJ's Fine Food  DC Ranch,4
1DDTdvU06tng7o0vU7rig,TRUE,Bakeries Food American (Traditional) Restaurants,4,Coco's Family Restaurant,2.5
1DgSbbjaT7z3LCui1zZ1cg,TRUE,Pet Services Pet Training Pets,4,Petsmart,3
1DjRf3AdYpdlC1Df9KD6rA,TRUE,Spanish Steakhouses Restaurants,22,Fire + Spice,3.5
1Duul3qCnLrNak1NpiHfw,TRUE,Vegetarian American (New) Mediterranean Restaurants,157,Pita Jungle,4
1DXImhJuHhU221oRQ8zJ9g,TRUE,Sporting Goods Shopping,6,Big 5 Sporting Goods,3
1eBJyYf3JEccqXUFxG1VWQ,TRUE,Delis Sandwiches Restaurants,25,Gourmet Dilly's Deli Sandwich Shop,3.5
1eCgFaDYZRrCxuUErHa_tg,TRUE,Active Life Lakes,12,Saguaro Lake,4.5
1eCvpgvB4QA0fSwb85Dw,TRUE,Health & Medical Dentists General Dentistry Cosmetic Dentists,5,Just Smiles,5
1EijFh9CwBquhE25Vmpekw,TRUE,Health & Medical Dentists,5,James Miller DMD,5
1eJiyKXx_ruNu6F36BJQCg,TRUE,Food Ice Cream & Frozen Yogurt,71,Mojo Yogurt,4
1EkTJSMIne48E8LTAOjhvw,TRUE,Barbers Beauty & Spas,5,Supercuts,4
1Em9F8YAExkGP_bglFAhw,TRUE,Active Life Amusement Parks Nightlife Bowling,7,AMF Mesa Lanes,2.5
1EnMK0EMcRJrzVtBfeNXQ,TRUE,Banks & Credit Unions Financial Services Mortgage Brokers Home Services Real Estate,4,Bank of America,2
1epH2hHsZ2HoSU8ugWWSOw,TRUE,Ethiopian Restaurants,5,Juba,4
1es60210U2Zho5LzG46Bxg,TRUE,Beauty & Spas Nail Salons,11,Queen Nails & Spa,4.5
1FpelV0fTduYV_vCrvjLA,TRUE,American (New) Diners Restaurants,66,Black Bear Diner,3.5
1f0g466Geu4nDdJhYQ_Vhg,TRUE,Barbeque Restaurants,44,Q to U BBQ,4.5
1F3wLIHATM_Ec_E4GAoiw,TRUE,Fast Food Restaurants,3,Arby's,4
1f67KfT4jxRkj4m9AmwrMA,TRUE,Hair Salons Beauty & Spas,4,Fantastic Sams,4
1FhaKoigneVhlKFQll_ZGA,TRUE,Auto Repair Automotive,5,Scottsdale Airport Autocare,4
1FiymySkWsWxDNaUAP1LuQ,FALSE,Japanese Restaurants,25,Sea Saw,4.5
1FkRvL3fj2ERBoddXwanTQ,TRUE,Food Coffee & Tea,4,Starbucks,4.5
1f_DXcxpAKfILKK6cDPLxQ,FALSE,Burgers Seafood Restaurants,20,Sign Of The Whale,3.5
1g1rzWxU2PQqI09ajFsA,TRUE,Beauty & Spas Nail Salons,3,Refined Nail & Spa,4.5
1ggcLvWPBDWnp5MVTRnoRg,TRUE,Restaurants Italian,61,Old Spaghetti Factory,2.5
1gM3AuckLVCPuG4uxrnB0Q,TRUE,Wedding Planning Event Planning & Services Venues & Event Spaces,5,Regency Garden,4
1gwE7TFJ6lS55hSpEJdIMw,TRUE,Shopping Jewelry,3,Gemsetter & Company,5
1Gxrv_RFGCXRCBKPHmpXBA,TRUE,Local Services Dry Cleaning & Laundry,4,Regency Cleaners,3.5
1hx5eHWcCYa1Yj0TNiUEA,TRUE,Active Life Yoga Fitness & Instruction,3,Bikram Yoga Peoria,5
1hcGT6I1vAIH_pZuyud0HQ,TRUE,American (New) Restaurants,3,Brickyard Sports Bar and Grill,2
1hM6LnHSUfdjszTYSvZ72w,TRUE,Active Life Gyms Fitness & Instruction,3,Metroflex Gym,3.5
